tournament_url,tournament_name,country_id,country_name,tournament_id,tournament_stage_id,tournament_template_id,season_id,tournament_stages_json
/football/sweden/division-2-sodra-gotaland/,Division 2 - Södra Götaland,181,Sweden,Y1d9T484,IaI7AbL8,ANwyQM2M,185,"[{""tournament_stage_id"": ""IaI7AbL8"", ""name"": ""Main""}]"
/football/sweden/division-2-sodra-svealand/,Division 2 - Södra Svealand,181,Sweden,Ct9nTrwH,lWddjUZg,4ORfkqIS,185,"[{""tournament_stage_id"": ""lWddjUZg"", ""name"": ""Main""}]"
/football/sweden/division-2-vastra-gotaland/,Division 2 - Västra Götaland,181,Sweden,IwCfRM7T,WElDnnZI,6XDMp3Qq,185,"[{""tournament_stage_id"": ""WElDnnZI"", ""name"": ""Main""}]"
/football/sweden/division-2-promotion-group/,Division 2 - Promotion Group,181,Sweden,nZBk4syA,jXn4wmSi,CdrcXPs6,182,"[{""tournament_stage_id"": ""jXn4wmSi"", ""name"": ""Main""}, {""tournament_stage_id"": ""r9jUGqzo"", ""name"": ""Promotion - Play Offs""}]"
/football/sweden/svenska-cupen/,Svenska Cupen,181,Sweden,8dhjqrhA,YBMGIS3t,pWCk7429,187,"[{""tournament_stage_id"": ""r3Pk0olC"", ""name"": ""Qualification""}, {""tournament_stage_id"": ""jTScbPIO"", ""name"": ""Main""}, {""tournament_stage_id"": ""YBMGIS3t"", ""name"": ""Play Offs""}]"
/football/sweden/allsvenskan-women/,Allsvenskan Women,181,Sweden,Y3k9alug,ATyMmdsh,Oz3Kisdp,185,"[{""tournament_stage_id"": ""ATyMmdsh"", ""name"": ""Main""}]"
/football/sweden/elitettan-women/,Elitettan Women,181,Sweden,2BmRL0Vj,nBtv5Tlm,bJV6wsuF,185,"[{""tournament_stage_id"": ""nBtv5Tlm"", ""name"": ""Main""}]"
/football/sweden/svenska-cupen-women/,Svenska Cupen Women,181,Sweden,vemsED6e,pz6lB22U,hxNnWi6H,187,"[{""tournament_stage_id"": ""GfEXEp35"", ""name"": ""Qualification""}, {""tournament_stage_id"": ""OKHuDOXH"", ""name"": ""Main""}, {""tournament_stage_id"": ""pz6lB22U"", ""name"": ""Play Offs""}]"
/football/turkey/super-lig/,Super Lig,191,Turkey,Kbv7JCLO,EVZfW0bc,Opdcd08Q,187,"[{""tournament_stage_id"": ""EVZfW0bc"", ""name"": ""Main""}]"
/football/turkey/1-lig/,1. Lig,191,Turkey,hlpPwnO8,jgd2GKdJ,Spw6Az1D,187,"[{""tournament_stage_id"": ""jgd2GKdJ"", ""name"": ""Main""}]"
/football/turkey/2-lig-white-group/,2. Lig White Group,191,Turkey,YZkUHe76,2NQpVJBC,v99EsEjo,187,"[{""tournament_stage_id"": ""2NQpVJBC"", ""name"": ""Main""}]"
/football/turkey/2-lig-red-group/,2. Lig Red Group,191,Turkey,0MiMJHxf,t8xxXus0,dUL46cTo,187,"[{""tournament_stage_id"": ""t8xxXus0"", ""name"": ""Main""}]"
/football/turkey/2-lig-play-offs/,2. Lig Play Offs,191,Turkey,hMwMVht1,zuZfWDn4,vRvKpKGc,184,"[{""tournament_stage_id"": ""zuZfWDn4"", ""name"": ""Main""}]"
/football/turkey/3-lig-group-1/,3. Lig Group 1,191,Turkey,8dvaHZyJ,vsP8X9ht,YT8o2dVC,187,"[{""tournament_stage_id"": ""vsP8X9ht"", ""name"": ""Main""}]"
/football/turkey/3-lig-group-2/,3. Lig Group 2,191,Turkey,vLfguwUP,CfNGVmNh,CK7k1GpJ,187,"[{""tournament_stage_id"": ""CfNGVmNh"", ""name"": ""Main""}]"
/football/turkey/3-lig-group-3/,3. Lig Group 3,191,Turkey,OhWPZGim,CvuYTRi5,ChwgcrNJ,187,"[{""tournament_stage_id"": ""CvuYTRi5"", ""name"": ""Main""}]"
/football/turkey/3-lig-group-4/,3. Lig Group 4,191,Turkey,jJnjNfMa,K4rtS5MH,f7kSi1M8,187,"[{""tournament_stage_id"": ""K4rtS5MH"", ""name"": ""Main""}]"
/football/turkey/3-lig-play-offs/,3. Lig Play Offs,191,Turkey,4ligz8Xn,SKEuDPoq,zcUpovW3,184,"[{""tournament_stage_id"": ""SKEuDPoq"", ""name"": ""Main""}]"
/football/turkey/turkish-cup/,Turkish Cup,191,Turkey,C6rByY55,rsMpLCb9,WbT430Fg,187,"[{""tournament_stage_id"": ""GfKhJjTL"", ""name"": ""Qualification""}, {""tournament_stage_id"": ""CAZbLzjd"", ""name"": ""Main""}, {""tournament_stage_id"": ""rsMpLCb9"", ""name"": ""Play Offs""}]"
/football/turkey/super-cup/,Super Cup,191,Turkey,0Gp2Yo2a,QeMjXpwF,AaJWovgK,182,"[{""tournament_stage_id"": ""QeMjXpwF"", ""name"": ""Main""}]"
/football/turkey/super-lig-women/,Super Lig Women,191,Turkey,txTouG6t,AcT3UvT9,jo7I5KPr,187,"[{""tournament_stage_id"": ""AcT3UvT9"", ""name"": ""Main""}]"
/football/austria/tirol/,Tirol,25,Austria,nRaKlw05,4Ese0Y46,IuR2pS4T,187,"[{""tournament_stage_id"": ""4Ese0Y46"", ""name"": ""Main""}]"
/football/chile/copa-de-la-liga/,Copa de la Liga,51,Chile,zJyD1KZh,b1hAnrVr,vaB25Efd,185,"[{""tournament_stage_id"": ""b1hAnrVr"", ""name"": ""Main""}]"
/football/australia/australian-championship/,Australian Championship,24,Australia,zob031Gi,jRBReoIk,CS1v5T7M,182,"[{""tournament_stage_id"": ""jRBReoIk"", ""name"": ""Main""}, {""tournament_stage_id"": ""dvsSgPn2"", ""name"": ""Play Offs""}]"
/football/colombia/super-cup/,Super Cup,53,Colombia,n77i5WEa,8S35Bbet,xf8XsTvf,185,"[{""tournament_stage_id"": ""8S35Bbet"", ""name"": ""Main""}]"
/football/brazil/carioca-2/,Carioca 2,39,Brazil,vuRqHbZ9,pOgbeVx8,nDvxRCgi,185,"[{""tournament_stage_id"": ""pOgbeVx8"", ""name"": ""Main""}]"
/football/brazil/carioca-b1/,Carioca B1,39,Brazil,fg5LsDqm,CxjtawAM,z9RQtBrA,182,"[{""tournament_stage_id"": ""CxjtawAM"", ""name"": ""Main""}, {""tournament_stage_id"": ""dARCgHXq"", ""name"": ""Play Offs""}]"
/football/brazil/carioca-b2/,Carioca B2,39,Brazil,dQ9ALMSp,44xB6fHk,Wp00u9SS,182,"[{""tournament_stage_id"": ""44xB6fHk"", ""name"": ""Main""}, {""tournament_stage_id"": ""QJQJ4Yo2"", ""name"": ""Play Offs""}]"
/football/brazil/carioca-c/,Carioca C,39,Brazil,KnS09fdd,WQdfhHmD,vuiibAc3,185,"[{""tournament_stage_id"": ""WQdfhHmD"", ""name"": ""Main""}]"
/football/brazil/catarinense/,Catarinense,39,Brazil,j5qsVFmS,rFXW5G26,jLpRXTi3,185,"[{""tournament_stage_id"": ""rFXW5G26"", ""name"": ""Main""}, {""tournament_stage_id"": ""juyu4fXI"", ""name"": ""Play Offs""}, {""tournament_stage_id"": ""rFHTS9xR"", ""name"": ""Losers Play Offs""}, {""tournament_stage_id"": ""v3nNwn9m"", ""name"": ""Relegation Group""}]"
/football/brazil/catarinense-2/,Catarinense 2,39,Brazil,YcIVCXu2,6yT5Mymm,x0KLUZud,185,"[{""tournament_stage_id"": ""6yT5Mymm"", ""name"": ""Main""}]"
/football/brazil/catarinense-3/,Catarinense 3,39,Brazil,Q1agpwdd,KGIQtmGG,S0q4e8sM,182,"[{""tournament_stage_id"": ""KGIQtmGG"", ""name"": ""Main""}, {""tournament_stage_id"": ""v5VbOv0k"", ""name"": ""Play Offs""}]"
/football/brazil/cearense/,Cearense,39,Brazil,U9TPzyY8,xMANIgnC,nizhYm79,185,"[{""tournament_stage_id"": ""xMANIgnC"", ""name"": ""Main""}, {""tournament_stage_id"": ""nosutgyo"", ""name"": ""5th-6th places""}, {""tournament_stage_id"": ""dANe0oWp"", ""name"": ""Play Offs""}, {""tournament_stage_id"": ""213SWBit"", ""name"": ""Championship Group""}, {""tournament_stage_id"": ""SYwjOlOi"", ""name"": ""Relegation Group""}]"
/football/brazil/cearense-2/,Cearense 2,39,Brazil,2RaLThQr,tt2NIphT,2BsDkQZe,185,"[{""tournament_stage_id"": ""tt2NIphT"", ""name"": ""Main""}]"
